HEADER.PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000350,10,HT-8001,,GBP,1188.81,999,189.81,1,EA,2015-01-13
300000350,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-01-24
300000351,10,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-05-21
300000351,20,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-09-04
300000352,10,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-07-17
300000352,20,AD-1000,,CAD,0,0,0,1,EA,2015-05-14
300000353,10,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-03-03
300000353,20,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-09-22
300000354,10,HT-8002,,EUR,2853.62,2398,455.62,2,EA,2015-01-11
300000354,20,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-09-10
300000355,10,HT-1114,,USD,82.11,69,13.11,1,EA,2015-12-15
300000355,20,HT-8003,,USD,3303.44,2776,527.44,2,EA,2015-10-11
300000356,10,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-08-02
300000356,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2014-12-30
300000357,10,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-02-01
300000357,20,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-01-22
300000358,10,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-03-11
300000358,20,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-10-22
300000359,10,HT-1112,,GBP,92.82,78,14.82,2,EA,2014-12-20
300000359,20,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-06-25
300000360,10,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-08-06
300000360,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2014-12-16
300000361,10,HT-1040,,EUR,987.7,830,157.7,1,EA,2014-12-12
300000361,20,HT-1117,,EUR,135.66,114,21.66,3,EA,2015-03-23
300000362,10,AD-1000,,CAD,0,0,0,2,EA,2015-06-22
300000362,20,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-12-11
300000363,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-08-31
300000363,20,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-09-22
300000364,10,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-07-13
300000364,20,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-10-10
300000365,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-04-06
300000365,20,HT-1114,,USD,164.22,138,26.22,2,EA,2015-09-26
300000366,10,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-03-10
300000366,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-07-12
300000367,10,HT-1115,,CAD,49.98,42,7.98,1,EA,2015-01-31
300000367,20,AD-1000,,CAD,0,0,0,2,EA,2015-02-01
300000368,10,HT-1030,,EUR,821.1,690,131.1,3,EA,2015-04-28
300000368,20,HT-1111,,EUR,24.63,20.7,3.93,3,EA,2015-10-21
300000369,10,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-03-01
300000369,20,HT-1041,,ARS,583.1,490,93.1,1,EA,2015-07-06
300000370,10,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-07-08
300000370,20,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-05-03
300000371,10,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-03-27
300000371,20,HT-8000,,EUR,950.81,799,151.81,1,EA,2015-06-28
300000372,10,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-11-17
300000372,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-04-20
300000373,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-02-12
300000373,20,HT-1114,,USD,246.33,207,39.33,3,EA,2015-04-23
300000374,10,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-06-24
300000374,20,AD-1000,,CAD,0,0,0,3,EA,2015-08-31
300000375,10,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2015-08-15
300000375,20,HT-1116,,MXN,85.68,72,13.68,2,EA,2014-12-24
300000376,10,HT-1037,,MXN,3403.4,2860,543.4,2,EA,2015-04-26
300000376,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-06-12
300000377,10,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-07-26
300000377,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-10-31
300000378,10,HT-8003,,USD,4955.16,4164,791.16,3,EA,2015-12-13
300000378,20,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-07-24
300000379,10,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-02-24
300000379,20,HT-1040,,EUR,987.7,830,157.7,1,EA,2014-12-09
300000380,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-06-01
300000380,20,HT-1032,,EUR,821.1,690,131.1,2,EA,2015-08-31
300000381,10,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-09-15
300000381,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-07-05
300000382,10,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-12-06
300000382,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-10-30
300000383,10,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-06-11
300000383,20,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-07-05
300000384,10,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-01-11
300000384,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-06-11
300000385,10,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-08-28
300000385,20,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-08-25
300000386,10,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2015-03-15
300000386,20,HT-1116,,MXN,128.52,108,20.52,3,EA,2015-07-20
300000387,10,AD-1000,,CAD,0,0,0,2,EA,2015-07-30
300000387,20,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-12-23
300000388,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2014-12-23
300000388,20,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-12-13
300000389,10,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-03-22
300000389,20,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-06-13
300000390,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-12-31
300000390,20,HT-1114,,USD,164.22,138,26.22,2,EA,2015-08-27
300000391,10,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-10-12
300000391,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-08-02
300000392,10,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-02-24
300000392,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-11-18
300000393,10,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2015-11-21
300000393,20,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-01-21
300000394,10,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-05-14
300000394,20,HT-1041,,ARS,583.1,490,93.1,1,EA,2015-12-27
300000395,10,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-11-26
300000395,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-07-26
300000396,10,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-12-25
300000396,20,HT-1030,,EUR,273.7,230,43.7,1,EA,2015-02-12
300000397,10,HT-8003,,USD,4955.16,4164,791.16,3,EA,2015-08-24
300000397,20,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-09-04
300000398,10,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-07-08
300000398,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-10-07
300000399,10,AD-1000,,CAD,0,0,0,3,EA,2014-12-18
300000399,20,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2014-12-05
300000400,10,HT-6132,,BRL,1069.81,899,170.81,1,EA,2015-02-23
300000400,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-09-09
300000401,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-02-09
300000401,20,HT-1065,,CHF,30.94,26,4.94,1,EA,2015-03-19
300000402,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-11-28
300000402,20,HT-1066,,USD,2.98,2.5,0.48,1,EA,2015-05-25
300000403,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-04-06
300000403,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-11-22
300000404,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-01-03
300000404,20,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-04-04
300000405,10,HT-1095,,USD,190.4,160,30.4,1,EA,2015-04-25
300000405,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-04-20
300000406,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-11-24
300000406,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-06-04
300000407,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-02-02
300000407,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2015-11-16
300000408,10,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-02-15
300000408,20,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-07-25
300000409,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-07-05
300000409,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-10-04
300000410,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-07-28
300000410,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-05-11
300000411,10,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-09-25
300000411,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2015-07-26
300000412,10,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-02-16
300000412,20,HT-1066,,USD,5.95,5,0.95,2,EA,2015-01-19
300000413,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-04-03
300000413,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-02-14
300000414,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-07-14
300000414,20,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-01-24
300000415,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-08-14
300000415,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-08-07
300000416,10,HT-1070,,ARS,168.74,141.8,26.94,2,EA,2015-08-04
300000416,20,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-07-12
300000417,10,HT-7010,,USD,950.81,799,151.81,1,EA,2015-08-18
300000417,20,HT-1066,,USD,5.95,5,0.95,2,EA,2015-04-18
300000418,10,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2015-10-01
300000418,20,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-05-17
300000419,10,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-01-06
300000419,20,HT-1062,,ARS,13.09,11,2.09,1,EA,2015-12-08
300000420,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-01-04
300000420,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-04-30
300000421,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-01-19
300000421,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-12-14
300000422,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-02-02
300000422,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-04-07
300000423,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-08-04
300000423,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-03-23
300000424,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-03-24
300000424,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-05-18
300000425,10,HT-1069,,JPY,952,800,152,1,EA,2014-12-21
300000425,20,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-07-17
300000426,10,HT-1069,,JPY,1904,1600,304,2,EA,2015-02-19
300000426,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-10-20
300000427,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-09-04
300000427,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-05-11
300000428,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-02-24
300000428,20,HT-1095,,USD,571.2,480,91.2,3,EA,2015-06-19
300000429,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2014-12-08
300000429,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-01-28
300000430,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-07-19
300000430,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-10-25
300000431,10,HT-1097,,ARS,199.92,168,31.92,3,EA,2015-04-21
300000431,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-12-03
300000432,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-10-28
300000432,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-01-21
300000433,10,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-11-17
300000433,20,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-11-26
300000434,10,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-08-23
300000434,20,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-06-29
300000435,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-06-18
300000435,20,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-08-08
300000436,10,HT-1069,,JPY,952,800,152,1,EA,2015-09-22
300000436,20,HT-1096,,JPY,428.4,360,68.4,3,EA,2015-02-16
300000437,10,HT-1066,,USD,5.95,5,0.95,2,EA,2015-02-09
300000437,20,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-08-17
300000438,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-04-18
300000438,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-11-23
300000439,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-08-16
300000439,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-06-02
300000440,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-03-01
300000440,20,HT-1095,,USD,380.8,320,60.8,2,EA,2015-12-15
300000441,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-03-22
300000441,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-08-08
300000442,10,HT-1065,,CHF,30.94,26,4.94,1,EA,2015-02-01
300000442,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-04-26
300000443,10,HT-1066,,USD,8.93,7.5,1.43,3,EA,2014-12-23
300000443,20,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-06-23
300000444,10,HT-1062,,ARS,39.27,33,6.27,3,EA,2014-12-18
300000444,20,HT-6131,,ARS,1426.81,1199,227.81,1,EA,2015-12-13
300000445,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-11-29
300000445,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-06-09
300000446,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-09-14
300000446,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-07-20
300000447,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-01-10
300000447,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-04-09
300000448,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-05-24
300000448,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-06-23
300000449,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-10-03
300000449,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2014-12-08
300000450,10,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-05-24
300000450,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-03-24
300000451,10,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-05-09
300000451,20,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2015-09-15
300000452,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-08-20
300000452,20,HT-1073,,EUR,28.56,24,4.56,1,EA,2015-10-26
300000453,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-11-19
300000453,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-05-19
300000454,10,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-08-01
300000454,20,HT-6122,,USD,198.73,167,31.73,1,EA,2014-12-25
300000455,10,HT-6102,,CNY,1057.91,889,168.91,1,EA,2015-02-25
300000455,20,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2015-09-04
300000456,10,HT-1090,,EUR,139.23,117,22.23,3,EA,2015-09-20
300000456,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-05-21
300000457,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-02-06
300000457,20,HT-1082,,ARS,603.33,507,96.33,3,EA,2015-10-19
300000458,10,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2015-04-23
300000458,20,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2015-07-24
300000459,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-05-17
300000459,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-07-20
300000460,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-10-16
300000460,20,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-04-20
300000461,10,HT-6110,,ARS,154.7,130,24.7,1,EA,2015-10-02
300000461,20,HT-1082,,ARS,603.33,507,96.33,3,EA,2015-10-28
300000462,10,HT-6121,,EUR,149.94,126,23.94,2,EA,2015-07-26
300000462,20,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-08-30
300000463,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-12-14
300000463,20,HT-6122,,USD,596.19,501,95.19,3,EA,2015-05-19
300000464,10,HT-6122,,USD,198.73,167,31.73,1,EA,2015-10-06
300000464,20,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-01-01
300000465,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-02-09
300000465,20,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2015-10-06
300000466,10,HT-1082,,ARS,402.22,338,64.22,2,EA,2015-07-02
300000466,20,HT-6110,,ARS,154.7,130,24.7,1,EA,2015-12-27
300000467,10,HT-6121,,EUR,74.97,63,11.97,1,EA,2015-07-21
300000467,20,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-04-20
300000468,10,HT-6123,,ZAR,1067.43,897,170.43,3,EA,2015-04-20
300000468,20,HT-1071,,ZAR,291.67,245.1,46.57,3,EA,2015-10-04
300000469,10,HT-6101,,DKK,2424.03,2037,387.03,3,EA,2015-10-14
300000469,20,HT-1085,,DKK,1783.81,1499,284.81,1,EA,2015-03-24
300000470,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-03-17
300000470,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-11-17
300000471,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2014-12-12
300000471,20,HT-6123,,ZAR,355.81,299,56.81,1,EA,2015-09-18
300000472,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-06-15
300000472,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-01-30
300000473,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-10-18
300000473,20,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-10-11
300000474,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-09-25
300000474,20,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-10-04
300000475,10,HT-1090,,EUR,46.41,39,7.41,1,EA,2015-12-06
300000475,20,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-10-07
300000476,10,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-07-21
300000476,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-12-20
300000477,10,HT-1090,,EUR,139.23,117,22.23,3,EA,2015-11-17
300000477,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-08-11
300000478,10,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-04-28
300000478,20,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2014-12-05
300000479,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-11-22
300000479,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-11-22
300000480,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-05-22
300000480,20,HT-6122,,USD,397.46,334,63.46,2,EA,2015-11-21
300000481,10,HT-6110,,ARS,464.1,390,74.1,3,EA,2015-03-23
300000481,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-05-04
300000482,10,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-03-13
300000482,20,HT-6122,,USD,596.19,501,95.19,3,EA,2015-01-17
300000483,10,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2015-03-25
300000483,20,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2015-07-03
300000484,10,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-03-29
300000484,20,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-11-24
300000485,10,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-12-08
300000485,20,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-03-07
300000486,10,HT-1090,,EUR,46.41,39,7.41,1,EA,2015-05-19
300000486,20,HT-2002,,EUR,3048.74,2561.97,486.77,3,EA,2015-03-23
300000487,10,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-04-11
300000487,20,HT-6121,,EUR,149.94,126,23.94,2,EA,2015-08-13
300000488,10,HT-6122,,USD,198.73,167,31.73,1,EA,2015-07-24
300000488,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2014-12-05
300000489,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-10-22
300000489,20,HT-6122,,USD,397.46,334,63.46,2,EA,2015-01-11
300000490,10,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-10-28
300000490,20,HT-6102,,CNY,2115.82,1778,337.82,2,EA,2015-05-19
300000491,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-01-09
300000491,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-10-10
300000492,10,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2015-11-11
300000492,20,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-07-17
300000493,10,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-04-27
300000493,20,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-01-11
300000494,10,HT-1085,,DKK,5351.43,4497,854.43,3,EA,2015-02-07
300000494,20,HT-6101,,DKK,808.01,679,129.01,1,EA,2015-03-26
300000495,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-10-19
300000495,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-12-01
300000496,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-12-21
300000496,20,HT-6123,,ZAR,355.81,299,56.81,1,EA,2015-01-17
300000497,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-02-19
300000497,20,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-07-11
300000498,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-06-17
300000498,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-10-05
300000499,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2014-12-18
300000499,20,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-06-18
300000500,10,HT-1000,,EUR,1137.64,956,181.64,1,EA,2015-01-13
300000500,20,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-06-30
300000501,10,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-06-05
300000501,20,HT-2026,,USD,35.69,29.99,5.7,1,EA,2015-02-27
300000502,10,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-06-03
300000502,20,HT-1010,,EUR,2378.81,1999,379.81,1,EA,2015-01-20
300000503,10,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-02-01
300000503,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-12-26
300000504,10,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-09-21
300000504,20,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-06-23
300000505,10,HT-1601,,MXN,1071,900,171,1,EA,2015-10-09
300000505,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-07-01
300000506,10,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2014-12-14
300000506,20,HT-1101,,EUR,95.08,79.9,15.18,1,EA,2015-12-08
300000507,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-11-22
300000507,20,HT-1102,,USD,246.33,207,39.33,3,EA,2015-08-09
300000508,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-03-10
300000508,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-11-28
300000509,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-05-19
300000509,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-07-31
300000510,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-05-29
300000510,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-09-21
300000511,10,HT-1007,,USD,593.81,499,94.81,1,EA,2015-07-11
300000511,20,HT-1102,,USD,246.33,207,39.33,3,EA,2015-11-07
300000512,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-03-26
300000512,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2014-12-30
300000513,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-02-23
300000513,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-12-30
300000514,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-06-07
300000514,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-03-04
300000515,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-10-16
300000515,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-03-23
300000516,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-06-02
300000516,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-05-04
300000517,10,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2015-03-08
300000517,20,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-11-15
300000518,10,HT-1100,,USD,320.94,269.7,51.24,3,EA,2015-05-22
300000518,20,HT-2026,,USD,107.06,89.97,17.09,3,EA,2015-02-24
300000519,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-01-26
300000519,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-03-14
300000520,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-11-27
300000520,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-07-10
300000521,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-09-16
300000521,20,HT-1002,,USD,1868.3,1570,298.3,1,EA,2015-09-12
300000522,10,HT-1603,,JPY,6069,5100,969,3,EA,2015-11-25
300000522,20,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-03-29
300000523,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-03-18
300000523,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-01-28
300000524,10,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-06-15
300000524,20,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-04-10
