HEADER.SALESORDERID,SALESORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000323,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000324,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000324,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000325,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000325,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000326,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000326,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000327,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000327,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000328,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000328,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000329,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000329,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000330,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000330,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000331,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000331,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000332,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000332,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000333,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000333,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000334,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000334,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000335,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000335,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000336,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000336,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000337,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000337,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000338,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000338,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000339,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000339,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000340,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000340,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000341,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000341,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000342,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000342,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000343,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000343,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000344,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000344,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000345,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000345,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000346,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000346,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000347,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000347,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000348,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000348,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000349,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000349,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000350,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000350,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000351,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000351,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000352,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000352,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000353,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000353,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000354,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000354,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000355,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000355,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000356,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000356,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000357,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000357,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000358,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000358,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000359,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000359,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000360,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000360,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000361,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000361,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000362,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000362,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000363,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000363,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000364,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000364,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000365,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000365,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000366,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000366,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000367,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000367,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000368,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000368,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000369,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000369,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000370,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000370,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000371,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000371,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000372,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000372,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000373,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000373,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000374,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000374,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000375,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000375,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000376,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000376,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000377,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000377,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000378,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000378,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000379,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000379,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000380,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000380,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000381,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000381,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000382,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000382,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000383,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000383,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000384,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000384,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000385,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000385,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000386,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000386,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000387,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000387,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000388,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000388,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000389,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000389,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000390,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000390,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000391,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000391,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000392,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000392,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000393,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000393,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000394,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000394,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000395,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000395,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000396,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000396,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000397,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000397,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000398,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000398,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000399,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000399,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000400,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000400,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000401,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000401,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000402,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000402,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000403,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000403,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000404,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000404,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000405,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000405,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000406,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000406,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000407,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000407,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000408,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000408,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000409,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000409,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000410,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000410,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000411,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000411,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000412,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000412,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000413,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000413,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000414,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000414,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000415,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000415,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000416,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000416,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000417,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000417,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000418,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000418,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000419,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000419,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000420,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000420,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000421,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000421,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000422,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000422,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000423,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000423,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000424,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000424,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000425,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000425,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000426,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000426,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000427,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000427,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000428,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000428,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000429,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000429,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000430,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000430,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000431,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000431,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000432,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000432,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000433,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000433,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000434,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000434,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000435,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000435,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000436,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000436,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000437,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000437,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000438,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000438,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000439,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000439,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000440,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000440,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000441,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000441,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000442,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000442,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000443,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000443,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000444,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000444,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000445,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000445,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000446,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000446,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000447,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000447,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000448,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000448,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000449,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000449,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000450,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000450,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000451,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000451,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000452,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000452,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000453,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000453,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000454,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000454,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000455,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000455,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000456,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000456,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000457,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000457,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000458,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000458,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000459,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000459,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000460,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000460,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000461,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000461,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000462,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000462,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000463,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000463,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000464,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000464,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000465,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000465,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000466,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000466,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000467,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000467,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000468,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000468,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000469,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000469,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000470,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000470,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000471,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000471,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000472,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000472,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000473,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000473,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000474,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000474,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000475,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000475,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000476,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000476,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000477,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000477,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000478,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000478,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000479,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000479,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000480,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000480,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000481,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000481,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000482,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000482,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000483,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000483,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000484,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000484,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000485,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000485,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000486,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
