MESSAGECLASS,MESSAGENUMBER,LANGUAGE,DESCRIPTION,TEXT
SEPM_BO_COMMON,302,de,Bestellung hat einen unterschiedlichen Bruttobetrag,
SEPM_BO_COMMON,400,de,Kundenauftrag muss Lebenszyklusstatus 'In Bearbeitung' haben,
SEPM_BO_COMMON,500,de,---  Nachrichten zur Planungs-Engine ------------------------------------,
SEPM_DG,074,de,Fehler: ungültiges Podukt,
SEPM_DG,075,de,Fehler: ungültiger Benutzer,
SEPM_DG,082,de,Anzahl von transaktionalen Sätzen: &1,
SEPM_EXCEPTIONS,073,de,Methode '&1' existiert nicht,
SEPM_EXCEPTIONS,074,de,Umschalten des Prozessorkontexts in einem Modus ist nicht erlaubt,
SEPM_EXCEPTIONS,075,de,Keine Sperre für Unit-Test erhalten: '&1',
SEPM_BOR_MESSAGES,150,de,------------ Meldungen zum BOR - Ende - -----------,
SEPM_BO_COMMON,303,de,Bestellung hat einen unterschiedlichen Nettobetrag,
SEPM_BO_COMMON,501,de,Warenausgang für Kundenauftrags-ID &1 angelegt,
SEPM_DG,076,de,Eine oder mehrere EPM-Sessions sind aktiv,
SEPM_DG,077,de,Möglicherweise läuft der Datengenerierer,
SEPM_DG,083,de,Stammdaten neu anlegen: ausgewählt,
SEPM_DG,090,de,EPM-Datengenerierer: Warenausgangssätze gelöscht,
SEPM_EXCEPTIONS,076,de,Inkonsistente Nachrichten-Payload,
SEPM_TEST,207,de,Ablegen von Testkontexten in Persistenzschicht fehlgeschlagen,
SEPM_TEST,210,de,Angegebene Testsequenz (&1) ist unbekannt,
SEPM_TEST,211,de,Der angeforderte Statusübergang (&1) ist ungültig,
SEPM_BO_COMMON,304,de,Bestellung hat einen unterschiedlichen Steuerbetrag,
SEPM_BO_COMMON,502,de,Bestell-ID &1 angelegt,
SEPM_DG,078,de,Anzahl der Wiederholungen: &1,
SEPM_DG,079,de,***Gesamte Generierungszeit: &1 Sek.,
SEPM_DG,084,de,Bestellungen neu anlegen: ausgewählt,
SEPM_DG,085,de,Kundenaufträge neu anlegen: ausgewählt,
SEPM_DG,091,de,EPM-Datengenerierer: Kundenauftragsrechnung gelöscht,
SEPM_EXCEPTIONS,077,de,Ungültige Organisationseinheit,
SEPM_EXCEPTIONS,078,de,Nicht unterstützte Filteroption '&1',
SEPM_TEST,208,de,Fremde Sperre vorhanden,
SEPM_TEST,220,de,EMP-Kontextdaten konnten nicht abgerufen werden,
SEPM_BO_COMMON,305,de,Bestellung hat einen unterschiedlichen Währungscode,
SEPM_DG,086,de,Fehler: Systembenutzer &1 existiert nicht,
SEPM_DG,087,de,&1 Systembenutzer zu ITelO-Mitarbeiter hinzugefügt,
SEPM_DG,088,de,Fehler: keine Benutzer zu ITelO-Mitarbeiter hinzugefügt,
SEPM_DG,092,de,EPM-Datengenerierer: &1 Warenausgangssätze angelegt,
SEPM_EXCEPTIONS,079,de,Ungültiger Name &1 der Organisationseinheit,
SEPM_TEST,209,de,Während einer Sperroperation ist ein Systemausfall aufgetreten,
SEPM_TEST,212,de,Testsitzung (&1) nicht abgeschlossen - Abrufen v.ProtokEinträgen n.mögl.,
SEPM_TEST,213,de,EPM-Testumgebung ist inaktiv - Operation nicht möglich,
SEPM_TEST,221,de,Initialisierung wurde bereits für einen anderen Modus durchgeführt,
SEPM_BO_COMMON,306,de,Bestellposition hat ein unterschiedliches Produkt,
SEPM_BO_COMMON,310,de,Bestellposition hat einen unterschiedlichen Währungscode,
SEPM_DG,089,de,EPM-Datengenerierer: Wareneingang gelöscht,
SEPM_DG,093,de,EPM-Datengenerierer: Fehler bei Initialisierung des Ziels,
SEPM_TEST,214,de,Kein Testkontext für angegebene Auswahlkriterien verfügbar,
SEPM_TEST,215,de,Anlegen von Identifikation für Testsequenz fehlgeschlagen,
SEPM_TEST,222,de,Wert für Zeitüberschreitung (&1) ist zu groß. Höchstwert = 3600 Sekunden.,
SEPM_BO_COMMON,307,de,Bestellposition hat einen unterschiedlichen Bruttobetrag,
SEPM_BO_COMMON,308,de,Bestellposition hat einen unterschiedlichen Nettobetrag,
SEPM_BO_COMMON,311,de,Bestelleinteilung hat eine unterschiedliche Menge,
SEPM_TEST,216,de,Ablegen des Status der Testsequenz (&1) Testsitzung (&2) fehlgeschlagen,
SEPM_TEST,217,de,Angabe einer Testsitzungs-ID erforderlich,
SEPM_TEST,223,de,Job muss mindestens einmal am Tag laufen,
SEPM_TEST,224,de,Job-Planung fehlgeschlagen,
SEPM_BO_COMMON,309,de,Bestellposition hat einen unterschiedlichen Steuerbetrag,
SEPM_BO_COMMON,312,de,Bestelleinteilung hat eine unterschiedliche Mengeneinheit,
SEPM_TEST,218,de,Testumgebung wurde noch nicht initialisiert - Operation nicht möglich,
SEPM_TEST,219,de,Anlegen einer Testsitzungs-ID fehlgeschlagen,
SEPM_BO_COMMON,313,de,Bestellung hat eine unterschiedliche Anzahl von Positionen,
SEPM_BO_COMMON,314,de,Die Bestellposition hat eine unterschiedliche Positionsnummer,
SEPM_BO_COMMON,315,de,Produkt '&1' wird vom Lieferanten der Bestellung nicht angeboten,
SEPM_BO_COMMON,299,de,--- PO-Meldungen --------------------------------------------------------,
SEPM_BO_COMMON,399,de,--- Meldungen Kdauf -----------------------------------------------------,
SEPM_TEST,990,de,Dies ist eine Testmeldung mit vier Parametern: P1=&1 P2=&2 P3=&3 P4=&4,
SEPM_TEST,991,de,Dies ist eine Testmeldung mit vier Parametern: P5=&1 P6=&2 P7=&3 P8=&4,
SEPM_TEST,992,de,Dies ist eine Testmeldung mit vier Parametern: P9=&1 PA=&2 PB=&3 PC=&4,
SEPM_TEST,993,de,Ungültiger Wert (&1) für Header-Feld &2 entdeckt,
SEPM_BOR_MESSAGES,037,en,Invalid Sales Order ID '&1',
SEPM_BOR_MESSAGES,037,de,Ungültige Kundenauftrags-ID '&1',
SEPM_BOR_MESSAGES,038,en,Sales Order '&1' is locked,
SEPM_BOR_MESSAGES,038,de,Kundenauftrag '&1' ist gesperrt,
SEPM_BOR_MESSAGES,039,en,Sales Order '&1' does not exist,
SEPM_BOR_MESSAGES,039,de,Kundenauftrag '&1' existiert nicht,
SEPM_BOR_MESSAGES,040,en,Delete Sales Order '&1' ?,
SEPM_BOR_MESSAGES,040,de,Kundenauftrag '&1' löschen?,
SEPM_BOR_MESSAGES,041,en,Discard changes to Sales Order?,
SEPM_BOR_MESSAGES,041,de,Änderungen an Kundenauftrag verwerfen?,
SEPM_BOR_MESSAGES,042,en,Invalid Business Partner ID '&1',
SEPM_BOR_MESSAGES,042,de,Ungültige Geschäftspartner-ID '&1',
SEPM_BOR_MESSAGES,043,en,Saving Sales Order &1 failed,
SEPM_BOR_MESSAGES,043,de,Sichern von Kundenauftrag &1 fehlgeschlagen,
SEPM_BOR_MESSAGES,044,en,Sales Order &1 saved,
SEPM_BOR_MESSAGES,044,de,Kundenauftrag &1 gesichert,
SEPM_BOR_MESSAGES,053,en,Invalid Currency Code &1,
SEPM_BOR_MESSAGES,053,de,Ungültiger Währungscode &1,
SEPM_BOR_MESSAGES,054,en,Invalid Lifecycle Status Transition,
SEPM_BOR_MESSAGES,054,de,Ungültiger Lebenszyklusstatusübergang,
SEPM_BOR_MESSAGES,055,en,Sales Order cannot be edited in current status,
SEPM_BOR_MESSAGES,055,de,Kundenauftrag kann im aktuellen Status nicht bearbeitet werden,
SEPM_BOR_MESSAGES,056,en,State transition not allowed,
SEPM_BOR_MESSAGES,056,de,Statusübergang ist nicht erlaubt,
SEPM_BOR_MESSAGES,057,en,Error deleting Sales Order,
SEPM_BOR_MESSAGES,057,de,Fehler beim Löschen des Kundenauftrags,
SEPM_BOR_MESSAGES,058,en,Closed/Cancelled/Accepted Sales Orders cannot be deleted,
SEPM_BOR_MESSAGES,058,de,Erledigte/stornierte/angenommene Kundenaufträge können n. gelöscht werden,
SEPM_BOR_MESSAGES,059,en,Error creating Sales Order,
SEPM_BOR_MESSAGES,059,de,Fehler beim Anlegen des Kundenauftrags,
SEPM_BOR_MESSAGES,060,en,Error &1.,
SEPM_BOR_MESSAGES,060,de,Fehler &1,
SEPM_BOR_MESSAGES,061,en,Sales Order &1 deleted,
SEPM_BOR_MESSAGES,061,de,Kundenauftrag &1 gelöscht,
SEPM_BOR_MESSAGES,062,en,Saving product data has failed,
SEPM_BOR_MESSAGES,062,de,Sichern der Produktdaten ist fehlgeschlagen,
SEPM_BO_COMMON,010,en,Mandatory field '&1' is empty,
SEPM_BO_COMMON,010,de,Mussfeld '&1' ist leer,
SEPM_DG,094,en,Error: Table &1 is not an EPM data table,
SEPM_DG,094,de,Fehler: Tabelle &1 ist keine EPM-Datentabelle,
SEPM_DG,095,en,Error: No snapshot data found,
SEPM_DG,095,de,Fehler: keine Snapshot-Daten gefunden,
SEPM_DG,096,en,EPM Data Generator: &1 Sales Order Invoices created,
SEPM_DG,096,de,EPM-Datengenerierer: &1 Kundenauftragsrechnungen angelegt,
SEPM_BOR_MESSAGES,033,de,Konsumentenproblem: ID für Einkäufer [&1] angeben,
SEPM_BO_COMMON,058,en,More than one key component defined,
SEPM_BO_COMMON,059,en,Name of key component must be &1,
SEPM_BO_COMMON,060,en,No extension fields defined,
SEPM_BO_COMMON,061,en,Key field must be first field,
SEPM_BO_COMMON,062,en,Data type of key field must be &1,
SEPM_BO_COMMON,058,de,Mehr als eine Schlüsselkomponente definiert,
SEPM_BO_COMMON,059,de,Der Name der Schlüsselkomponente muss &1 sein,
SEPM_BO_COMMON,060,de,Keine Erweiterungsfelder definiert,
SEPM_BO_COMMON,061,de,Das Schlüsselfeld muss das erste Feld sein,
SEPM_BO_COMMON,062,de,Der Datentyp des Schlüsselfelds muss &1 sein,
SEPM_EXCEPTIONS,081,en,Field name is initial,
SEPM_EXCEPTIONS,081,de,Der Feldname ist initial,
SEPM_FPM,015,en,Employee with ID '&1' deleted,
SEPM_FPM,016,en,Language missing,
SEPM_FPM,017,en,Currency missing,
SEPM_FPM,018,en,First name missing,
SEPM_FPM,019,en,Last name missing,
SEPM_FPM,020,en,Salary missing,
SEPM_FPM,021,en,Account number missing,
SEPM_FPM,022,en,Bank ID missing,
SEPM_FPM,023,en,Bank name missing,
SEPM_FPM,024,en,E-Mail address missing,
SEPM_FPM,025,en,Login name missing,
SEPM_FPM,026,en,Gender missing,
SEPM_FPM,027,en,Department with ID '&1' does not exist,
SEPM_FPM,028,en,Invalid buyer ID '&1',
SEPM_FPM,029,en,Invalid supplier ID '&1',
SEPM_FPM,030,en,Data inconsistencies found. Regenerate data with transaction SEPM_DG.,
SEPM_FPM,015,de,Mitarbeiter mit ID '&1' gelöscht,
SEPM_FPM,016,de,Sprache fehlt,
SEPM_FPM,017,de,Währung fehlt,
SEPM_FPM,018,de,Vorname fehlt,
SEPM_FPM,019,de,Nachname fehlt,
SEPM_FPM,020,de,Gehalt fehlt,
SEPM_FPM,021,de,Kontonummer fehlt,
SEPM_FPM,022,de,Bank-ID fehlt,
SEPM_FPM,023,de,Bankname fehlt,
SEPM_FPM,024,de,E-Mail-Adresse fehlt,
SEPM_FPM,025,de,Anmeldename fehlt,
SEPM_FPM,026,de,Geschlecht fehlt,
SEPM_FPM,027,de,Abteilung mit ID '&1' existiert nicht,
SEPM_FPM,028,de,Ungültige Einkäufer-ID '&1',
SEPM_FPM,029,de,Ungültige Lieferanten-ID '&1',
SEPM_FPM,030,de,Dateninkonsistenzen gefunden. Generieren Sie mit TA SEPM_DG die Daten neu,
SEPM_ADMIN,001,en,&1 &2 records inserted,
SEPM_ADMIN,002,en,Invalid Command: &1,
SEPM_POWRK,000,en,Invalid Group By Condition: &1,
SEPM_POWRK,001,en,Company Name,
SEPM_POWRK,002,en,Purchase Order ID,
SEPM_POWRK,003,en,Partner ID,
SEPM_POWRK,004,en,Employee Responsible,
SEPM_POWRK,005,en,Created At,
SEPM_POWRK,006,en,Gross Amount,
SEPM_POWRK,007,en,City,
SEPM_POWRK,008,en,Category,
SEPM_POWRK,009,en,Product ID,
SEPM_POWRK,010,en,Product Name,
SEPM_POWRK,011,en,Product Description,
SEPM_ADMIN,001,de,&1 &2 Datensätze Eingefügt,
SEPM_ADMIN,002,de,Ungültiger Befehl: &1,
SEPM_POWRK,000,de,Ungültige Group By Zustand: &1,
SEPM_POWRK,001,de,Firmenname,
SEPM_POWRK,002,de,Auftragsbestätigung,
SEPM_POWRK,003,de,Geschäftspartner,
SEPM_POWRK,004,de,Verantwortlicher Mitarbeiter,
SEPM_POWRK,005,de,Erstellt Am,
SEPM_POWRK,006,de,Bruttobetrag,
SEPM_POWRK,007,de,Stadt,
SEPM_POWRK,008,de,Kategorie,
SEPM_POWRK,009,de,Produkt,
SEPM_POWRK,010,de,Produkt Benennung,
SEPM_POWRK,011,de,Produktbeschreibung,
SEPM_POWRK,012,en,No purchase order specified,
SEPM_POWRK,013,en,Invalid purchase order number specified: &1,
SEPM_POWRK,014,en,Closed purchase orders can not be deleted,
SEPM_POWRK,015,en,Purchase Order &1 has already been deleted,
SEPM_POWRK,016,en,Approved Purchase Orders can not be deleted,
SEPM_POWRK,017,en,Confirmed Purchase Orders can not be deleted,
SEPM_POWRK,018,en,Confirmed Purchase Orders which have been sent to the partner can not be deleted,
SEPM_POWRK,019,en,Delivered Purchase Orders can not be deleted,
SEPM_POWRK,020,en,Invoiced Purchase Orders can not be deleted,
SEPM_POWRK,021,en,Success,
SEPM_POWRK,022,en,No Purchase Order Action Supplied,
SEPM_POWRK,023,en,Action &1 is an invalid choice,
SEPM_POWRK,024,en,Closed purchase orders can not be accepted or rejected,
SEPM_POWRK,025,en,Deleted purchase orders can not be accepted or rejected,
SEPM_POWRK,026,en,Confirmed Purchase Orders can not be accepted or rejected,
SEPM_POWRK,027,en,Confirmed Purchase Orders which have been sent to the partner can not be accepted  or rejected,
SEPM_POWRK,028,en,Delivered Purchase Orders can not be accepted or rejected,
SEPM_POWRK,029,en,Invoiced Purchase Orders can not be accepted or rejected,
SEPM_ADMIN,003,en,Invalid seed object,
SEPM_ADMIN,004,en,Invalid sequence object,
SEPM_ADMIN,005,en,Error occured during data loading of &1 tables,
